---,X,Y,Z,T
56,0.053,-8.796,201.284,0.1
57,-0.027,-9.004,201.233,0.1
58,-0.100,-9.190,201.259,0.1
59,-0.180,-9.397,201.111,0.1
60,-0.260,-9.604,201.065,0.1
61,-0.332,-9.792,201.056,0.1
62,-0.412,-9.998,201.107,0.1
63,-0.484,-10.185,201.091,0.1
64,-0.563,-10.392,201.110,0.1
65,-0.636,-10.579,201.134,0.1
66,-0.705,-10.767,201.116,0.1
67,-0.759,-10.982,201.122,0.1
68,-0.806,-11.177,201.182,0.1
69,-0.838,-11.375,201.168,0.1
70,-0.864,-11.573,201.146,0.1
71,-0.895,-11.794,201.186,0.1
72,-0.924,-12.013,201.193,0.1
73,-0.955,-12.232,201.187,0.1
74,-0.982,-12.432,201.265,0.1
75,-1.002,-12.514,207.914,0.1
76,-1.044,-12.463,214.750,0.1
77,-1.104,-12.246,222.104,0.1
78,-1.098,-12.024,229.993,0.1
79,-1.062,-11.824,237.431,0.1
80,-0.999,-11.609,245.995,0.1
81,-0.915,-11.425,254.749,0.1
82,-0.798,-11.235,265.283,0.1
83,-0.678,-11.072,273.800,0.1
84,-0.524,-10.912,282.794,0.1
85,-0.394,-10.733,289.041,0.1
86,-0.334,-10.525,287.469,0.1
87,-0.354,-10.404,286.524,0.1
88,-0.383,-10.376,285.938,0.1
89,-0.383,-10.376,285.268,0.1
90,-0.383,-10.376,285.023,0.1
91,-0.383,-10.376,284.773,0.1
92,-0.383,-10.376,284.640,0.1
93,-0.383,-10.376,284.846,0.1
94,-0.383,-10.376,284.833,0.1
95,-0.383,-10.376,284.760,0.1
96,-0.383,-10.376,284.645,0.1
97,-0.383,-10.376,284.502,0.1
98,-0.383,-10.376,284.356,0.1
99,-0.383,-10.376,284.224,0.1
100,-0.383,-10.376,284.083,0.1
101,-0.383,-10.376,284.000,0.1
102,-0.383,-10.376,283.940,0.1
103,-0.383,-10.376,283.960,0.1
104,-0.383,-10.376,283.980,0.1
105,-0.383,-10.376,283.991,0.1
106,-0.383,-10.376,283.901,0.1
107,-0.383,-10.376,283.886,0.1
108,-0.383,-10.376,283.913,0.1
109,-0.383,-10.376,283.864,0.1
110,-0.383,-10.376,283.892,0.1
111,-0.383,-10.376,283.871,0.1
112,-0.383,-10.376,283.856,0.1
113,-0.383,-10.376,283.892,0.1
114,-0.383,-10.376,283.845,0.1
115,-0.383,-10.376,283.847,0.1
116,-0.383,-10.376,283.905,0.1
117,-0.383,-10.376,283.857,0.1
118,-0.383,-10.376,283.875,0.1
119,-0.383,-10.376,283.848,0.1
120,-0.383,-10.376,283.823,0.1
121,-0.383,-10.376,283.794,0.1
122,-0.383,-10.376,283.761,0.1
123,-0.383,-10.376,283.689,0.1
124,-0.383,-10.376,283.532,0.1
125,-0.383,-10.376,283.382,0.1
126,-0.383,-10.376,283.263,0.1
127,-0.383,-10.376,283.110,0.1
128,-0.383,-10.376,283.005,0.1
129,-0.383,-10.376,282.838,0.1
130,-0.383,-10.376,282.795,0.1
131,-0.383,-10.376,282.832,0.1
132,-0.383,-10.376,282.807,0.1
133,-0.383,-10.376,282.783,0.1
134,-0.383,-10.376,282.735,0.1
135,-0.383,-10.376,282.541,0.1
136,-0.383,-10.376,282.329,0.1
137,-0.383,-10.376,282.062,0.1
138,-0.383,-10.376,281.754,0.1
139,-0.383,-10.376,281.561,0.1
140,-0.383,-10.376,281.530,0.1
141,-0.383,-10.376,281.486,0.1
142,0.000,0.000,355.072,0.1
143,0.000,0.000,355.008,0.1
144,0.000,0.000,354.909,0.1
145,0.000,0.000,354.954,0.1
146,0.000,0.000,354.692,0.1
147,0.000,0.000,354.277,0.1
148,0.000,0.000,354.108,0.1
149,0.000,0.000,353.809,0.1
150,0.000,0.000,353.334,0.1
151,0.000,0.000,350.525,0.1
152,0.000,0.000,344.468,0.1
153,0.000,0.000,335.883,0.1
154,0.000,0.000,327.442,0.1
155,0.000,0.000,322.150,0.1
156,0.000,0.000,317.715,0.1
157,0.000,0.000,315.951,0.1
158,0.000,0.000,315.593,0.1
159,0.000,0.000,316.448,0.1
160,0.000,0.000,316.967,0.1
161,0.000,0.000,319.378,0.1
162,0.000,0.000,334.052,0.1
163,0.000,0.000,353.571,0.1
164,0.000,0.000,3.993,0.1
165,0.000,0.000,8.390,0.1
166,0.000,0.000,11.077,0.1
167,0.000,0.000,15.008,0.1
168,0.000,0.000,19.183,0.1
169,0.000,0.000,21.459,0.1
170,0.000,0.000,21.899,0.1
171,0.000,0.000,21.996,0.1
172,0.000,0.000,22.203,0.1
173,0.000,0.000,22.822,0.1
174,0.000,0.000,23.012,0.1
175,0.000,0.000,22.750,0.1
176,0.000,0.000,22.433,0.1
177,0.000,0.000,21.837,0.1
178,0.000,0.000,21.247,0.1
179,0.000,0.000,20.951,0.1
180,0.000,0.000,20.640,0.1
181,0.000,0.000,20.393,0.1
182,0.000,0.000,20.252,0.1
183,0.000,0.000,19.778,0.1
184,0.000,0.000,19.198,0.1
185,0.000,0.000,18.913,0.1
186,0.000,0.000,18.356,0.1
187,0.000,0.000,17.594,0.1
188,0.000,0.000,16.306,0.1
189,0.000,0.000,15.267,0.1
190,0.000,0.000,14.966,0.1
191,0.000,0.000,14.236,0.1
192,0.000,0.000,14.047,0.1
193,0.000,0.000,13.322,0.1
194,0.000,0.000,13.205,0.1
195,0.000,0.000,12.511,0.1
196,0.000,0.000,12.352,0.1
197,0.000,0.000,11.609,0.1
198,0.000,0.000,11.386,0.1
199,0.000,0.000,10.658,0.1
200,0.000,0.000,10.476,0.1
201,0.000,0.000,9.917,0.1
202,0.000,0.000,9.788,0.1
203,0.000,0.000,9.280,0.1
204,0.000,0.000,9.059,0.1
205,0.000,0.000,7.995,0.1
206,0.000,0.000,7.734,0.1
207,0.000,0.000,6.793,0.1
208,0.000,0.000,6.593,0.1
209,0.000,0.000,6.152,0.1
210,0.000,0.000,5.939,0.1
211,0.000,0.000,5.463,0.1
212,0.000,0.000,5.337,0.1
213,0.000,0.000,5.310,0.1
214,0.000,0.000,5.319,0.1
215,0.000,0.000,5.528,0.1
216,0.000,0.000,5.496,0.1
217,0.000,0.000,5.236,0.1
218,0.000,0.000,5.163,0.1
219,0.000,0.000,4.809,0.1
220,0.000,0.000,4.625,0.1
221,0.000,0.000,3.871,0.1
222,0.000,0.000,3.718,0.1
223,0.000,0.000,2.718,0.1
224,0.000,0.000,2.579,0.1
225,0.000,0.000,1.516,0.1
226,0.000,0.000,1.357,0.1
227,0.000,0.000,359.755,0.1
228,0.000,0.000,359.755,0.1
229,0.000,0.000,356.281,0.1
230,0.000,0.000,356.281,0.1
231,0.000,0.000,352.299,0.1
232,0.000,0.000,352.299,0.1
233,0.000,0.000,348.511,0.1
234,0.000,0.000,348.511,0.1
235,0.000,0.000,345.014,0.1
236,0.000,0.000,345.014,0.1
237,0.000,0.000,343.639,0.1
238,0.000,0.000,343.639,0.1
239,0.000,0.000,343.547,0.1
240,0.000,0.000,343.547,0.1
241,0.000,0.000,344.212,0.1
242,0.000,0.000,344.212,0.1
243,0.000,0.000,344.722,0.1
244,0.000,0.000,344.722,0.1
245,0.000,0.000,344.771,0.1
246,0.000,0.000,344.771,0.1
247,0.000,0.000,344.656,0.1
248,0.000,0.000,344.656,0.1
249,0.000,0.000,343.913,0.1
250,0.000,0.000,343.913,0.1
251,0.000,0.000,343.525,0.1
252,0.000,0.000,343.525,0.1
253,0.000,0.000,343.299,0.1
254,0.000,0.000,343.299,0.1
255,0.000,0.000,343.351,0.1
256,0.000,0.000,343.351,0.1
257,0.000,0.000,343.773,0.1
258,0.000,0.000,343.773,0.1
259,-0.083,-0.059,343.861,0.1
260,-0.083,-0.059,343.861,0.1
261,-0.235,-0.191,343.672,0.1
262,-0.235,-0.191,343.672,0.1
263,-0.399,-0.340,343.604,0.1
264,-0.399,-0.340,343.604,0.1
265,-0.545,-0.478,343.537,0.1
266,-0.545,-0.478,343.537,0.1
267,-0.611,-0.560,343.558,0.1
268,-0.611,-0.560,343.558,0.1
269,-0.611,-0.560,341.892,0.1
270,-0.611,-0.560,341.892,0.1
271,-0.611,-0.560,338.223,0.1
272,-0.611,-0.560,338.223,0.1
273,-0.590,-0.629,333.167,0.1
274,-0.590,-0.629,333.167,0.1
275,-0.563,-0.827,327.237,0.1
276,-0.563,-0.827,327.237,0.1
277,-0.544,-0.997,323.817,0.1
278,-0.544,-0.997,323.817,0.1
279,-0.544,-0.997,320.495,0.1
280,-0.544,-0.997,320.495,0.1
281,-0.544,-0.997,317.885,0.1
282,-0.544,-0.997,317.885,0.1
283,-0.544,-0.997,317.418,0.1
284,-0.544,-0.997,317.418,0.1
285,-0.544,-0.997,319.685,0.1
286,-0.544,-0.997,319.685,0.1
287,-0.544,-0.997,320.857,0.1
288,-0.544,-0.997,320.857,0.1
289,-0.544,-0.997,319.566,0.1
290,-0.544,-0.997,319.566,0.1
291,-0.544,-0.997,319.566,0.1
292,-0.544,-0.997,319.566,0.1
293,-0.544,-0.997,320.028,0.1
294,-0.544,-0.997,320.028,0.1
295,-0.544,-0.997,320.502,0.1
296,-0.544,-0.997,320.502,0.1
297,-0.544,-0.997,321.878,0.1
298,-0.544,-0.997,321.878,0.1
299,-0.544,-0.997,323.590,0.1
300,-0.544,-0.997,323.590,0.1
301,-0.544,-0.997,326.408,0.1
302,-0.544,-0.997,326.408,0.1
303,-0.544,-0.997,330.356,0.1
304,-0.544,-0.997,330.356,0.1
305,-0.544,-0.997,335.684,0.1
306,-0.544,-0.997,335.684,0.1
307,-0.544,-0.997,339.822,0.1
308,-0.544,-0.997,339.822,0.1
309,-0.544,-0.997,343.157,0.1
310,-0.544,-0.997,343.157,0.1
311,-0.544,-0.997,345.338,0.1
312,-0.544,-0.997,345.338,0.1
313,-0.544,-0.997,346.610,0.1
314,-0.544,-0.997,346.610,0.1
315,-0.544,-0.997,346.073,0.1
316,-0.544,-0.997,346.073,0.1
317,-0.544,-0.997,346.581,0.1
318,-0.544,-0.997,346.581,0.1
319,-0.544,-0.997,346.889,0.1
320,-0.544,-0.997,346.889,0.1
321,-0.544,-0.997,344.558,0.1
322,-0.544,-0.997,344.558,0.1
323,-0.544,-0.997,341.324,0.1
324,-0.544,-0.997,341.324,0.1
325,-0.544,-0.997,337.123,0.1
326,-0.544,-0.997,337.123,0.1
327,-0.544,-0.997,333.748,0.1
328,-0.544,-0.997,333.748,0.1
329,-0.544,-0.997,341.931,0.1
330,-0.544,-0.997,341.931,0.1
331,-0.544,-0.997,339.734,0.1
332,-0.544,-0.997,339.734,0.1
333,-0.544,-0.997,337.642,0.1
334,-0.544,-0.997,337.642,0.1
335,-0.544,-0.997,309.504,0.1
336,-0.544,-0.997,309.504,0.1
337,-0.544,-0.997,178.243,0.1
338,-0.544,-0.997,178.243,0.1
339,-0.544,-0.997,212.365,0.1
340,-0.544,-0.997,212.365,0.1
341,-0.544,-0.997,247.290,0.1
342,-0.544,-0.997,247.290,0.1
343,-0.544,-0.997,260.850,0.1
344,-0.544,-0.997,260.850,0.1
345,-0.544,-0.997,264.933,0.1
346,-0.544,-0.997,264.933,0.1
347,-0.544,-0.997,263.345,0.1
348,-0.544,-0.997,263.345,0.1
349,-0.544,-0.997,270.709,0.1
350,-0.544,-0.997,270.709,0.1
351,-0.544,-0.997,269.654,0.1
352,-0.544,-0.997,269.654,0.1
353,-0.544,-0.997,269.497,0.1
354,-0.544,-0.997,269.497,0.1
355,-0.544,-0.997,268.484,0.1
356,-0.544,-0.997,268.484,0.1
357,-0.544,-0.997,270.334,0.1
358,-0.544,-0.997,270.334,0.1
359,-0.544,-0.997,271.596,0.1
360,-0.544,-0.997,271.596,0.1
361,-0.544,-0.997,272.613,0.1
362,-0.544,-0.997,272.613,0.1
363,-0.544,-0.997,275.056,0.1
364,-0.544,-0.997,275.056,0.1
365,-0.544,-0.997,276.873,0.1
366,-0.544,-0.997,276.873,0.1
367,-0.544,-0.997,276.712,0.1
368,-0.544,-0.997,276.712,0.1
369,-0.544,-0.997,276.849,0.1
370,-0.544,-0.997,276.849,0.1
371,-0.544,-0.997,276.855,0.1
372,-0.544,-0.997,276.855,0.1
373,-0.544,-0.997,276.723,0.1
374,-0.544,-0.997,276.723,0.1
375,-0.544,-0.997,276.726,0.1
376,-0.544,-0.997,276.726,0.1
377,-0.544,-0.997,276.689,0.1
378,-0.544,-0.997,276.689,0.1
379,-0.544,-0.997,276.572,0.1
380,-0.544,-0.997,276.572,0.1
381,-0.544,-0.997,276.423,0.1
382,-0.544,-0.997,276.423,0.1
383,-0.544,-0.997,276.316,0.1
384,-0.544,-0.997,276.316,0.1
385,-0.544,-0.997,276.275,0.1
386,-0.544,-0.997,276.275,0.1
387,-0.544,-0.997,276.243,0.1
388,-0.544,-0.997,276.243,0.1
389,-0.544,-0.997,276.149,0.1
390,-0.544,-0.997,276.149,0.1
391,-0.544,-0.997,276.313,0.1
392,-0.544,-0.997,276.313,0.1
393,-0.544,-0.997,276.217,0.1
394,-0.544,-0.997,276.217,0.1
395,-0.544,-0.997,276.030,0.1
396,-0.544,-0.997,276.030,0.1
397,-0.544,-0.997,276.139,0.1
398,-0.544,-0.997,276.139,0.1
399,-0.544,-0.997,276.223,0.1
400,-0.544,-0.997,276.223,0.1
401,-0.544,-0.997,276.221,0.1
402,-0.544,-0.997,276.221,0.1
403,-0.544,-0.997,276.210,0.1
404,-0.544,-0.997,276.210,0.1
405,-0.544,-0.997,276.311,0.1
406,-0.544,-0.997,276.311,0.1
407,-0.544,-0.997,276.264,0.1
408,-0.544,-0.997,276.264,0.1
409,-0.544,-0.997,276.405,0.1
410,-0.544,-0.997,276.405,0.1
411,-0.544,-0.997,276.596,0.1
412,-0.544,-0.997,276.596,0.1
413,-0.544,-0.997,276.746,0.1
414,-0.544,-0.997,276.746,0.1
415,-0.544,-0.997,276.877,0.1
416,-0.544,-0.997,276.877,0.1
417,-0.544,-0.997,276.956,0.1
418,-0.544,-0.997,276.956,0.1
419,-0.544,-0.997,277.036,0.1
420,-0.544,-0.997,277.036,0.1
421,-0.544,-0.997,277.032,0.1
422,-0.544,-0.997,277.032,0.1
423,-0.544,-0.997,277.029,0.1
424,-0.544,-0.997,277.029,0.1
425,-0.544,-0.997,277.056,0.1
426,-0.544,-0.997,277.056,0.1
427,-0.544,-0.997,277.096,0.1
428,-0.544,-0.997,277.096,0.1
429,-0.544,-0.997,277.246,0.1
430,-0.544,-0.997,277.246,0.1
431,-0.544,-0.997,277.280,0.1
432,-0.544,-0.997,277.280,0.1
433,-0.544,-0.997,276.956,0.1
434,-0.544,-0.997,276.956,0.1
435,-0.544,-0.997,276.909,0.1
436,-0.544,-0.997,276.909,0.1
437,-0.544,-0.997,276.970,0.1
438,-0.544,-0.997,276.970,0.1
439,-0.544,-0.997,277.008,0.1
440,-0.544,-0.997,277.008,0.1
441,-0.544,-0.997,277.041,0.1
442,-0.544,-0.997,277.041,0.1
443,-0.544,-0.997,277.158,0.1
444,-0.544,-0.997,277.158,0.1
445,-0.544,-0.997,277.072,0.1
446,-0.544,-0.997,277.072,0.1
447,-0.544,-0.997,277.048,0.1
448,-0.544,-0.997,277.048,0.1
449,-0.544,-0.997,277.029,0.1
450,-0.544,-0.997,277.029,0.1
451,-0.544,-0.997,277.001,0.1
452,-0.544,-0.997,277.001,0.1
453,-0.544,-0.997,276.987,0.1
454,-0.544,-0.997,276.987,0.1
455,-0.544,-0.997,276.900,0.1
456,-0.544,-0.997,276.900,0.1
457,-0.544,-0.997,276.908,0.1
458,-0.544,-0.997,276.908,0.1
459,-0.544,-0.997,276.874,0.1
460,-0.544,-0.997,276.874,0.1
461,-0.660,-1.048,276.904,0.1
462,-0.660,-1.048,276.904,0.1
463,-0.863,-1.130,276.860,0.1
464,-0.863,-1.130,276.860,0.1
465,-1.077,-1.192,276.853,0.1
466,-1.077,-1.192,276.853,0.1
467,-1.293,-1.233,276.865,0.1
468,-1.293,-1.233,276.865,0.1
469,-1.494,-1.212,276.832,0.1
470,-1.494,-1.212,276.832,0.1
471,-1.693,-1.188,276.837,0.1
472,-1.693,-1.188,276.837,0.1
473,-1.913,-1.162,276.825,0.1
474,-1.913,-1.162,276.825,0.1
475,-2.112,-1.138,276.823,0.1
476,-2.112,-1.138,276.823,0.1
477,-2.313,-1.114,276.806,0.1
478,-2.313,-1.114,276.806,0.1
479,-2.533,-1.088,276.804,0.1
480,-2.533,-1.088,276.804,0.1
481,-2.734,-1.064,276.800,0.1
482,-2.734,-1.064,276.800,0.1
483,-2.951,-1.038,276.778,0.1
484,-2.951,-1.038,276.778,0.1
485,-3.151,-1.014,276.782,0.1
486,-3.151,-1.014,276.782,0.1
487,-3.370,-0.988,276.787,0.1
488,-3.370,-0.988,276.787,0.1
489,-3.569,-0.965,276.762,0.1
490,-3.569,-0.965,276.762,0.1
491,-3.791,-0.938,276.751,0.1
492,-3.791,-0.938,276.751,0.1
493,-3.990,-0.915,276.792,0.1
494,-3.990,-0.915,276.792,0.1
495,-4.210,-0.889,276.792,0.1
496,-4.210,-0.889,276.792,0.1
497,-4.410,-0.865,276.817,0.1
498,-4.410,-0.865,276.817,0.1
499,-4.630,-0.838,276.641,0.1
500,-4.630,-0.838,276.641,0.1
501,-4.849,-0.812,276.891,0.1
502,-4.849,-0.812,276.891,0.1
503,-5.050,-0.788,276.933,0.1
504,-5.050,-0.788,276.933,0.1
505,-5.269,-0.759,277.250,0.1
506,-5.269,-0.759,277.250,0.1
507,-5.468,-0.734,277.080,0.1
508,-5.468,-0.734,277.080,0.1
509,-5.688,-0.704,279.127,0.1
510,-5.688,-0.704,279.127,0.1
511,-5.905,-0.657,284.411,0.1
512,-5.905,-0.657,284.411,0.1
513,-6.118,-0.593,288.094,0.1
514,-6.118,-0.593,288.094,0.1
515,-6.328,-0.527,286.554,0.1
516,-6.328,-0.527,286.554,0.1
517,-6.521,-0.474,284.345,0.1
518,-6.521,-0.474,284.345,0.1
519,-6.718,-0.428,282.566,0.1
520,-6.718,-0.428,282.566,0.1
521,-6.915,-0.387,281.467,0.1
522,-6.915,-0.387,281.467,0.1
523,-7.132,-0.355,280.964,0.1
524,-7.132,-0.355,280.964,0.1
525,-7.331,-0.327,281.119,0.1
526,-7.331,-0.327,281.119,0.1
